airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-04-03,Kolkata,Bangalore,2024-12-03 17:15:00,2024-12-03 19:50:00,155,0,No Info,4174
Indigo,2019-03-03,Delhi,Cochin,2024-12-03 08:25:00,2024-12-03 15:30:00,425,1,No Info,14871
Air India,2019-06-01,Delhi,Cochin,2024-12-03 05:15:00,2024-06-02 07:40:00,1585,3,No Info,12383
Jet Airways,2019-03-01,Bangalore,Delhi,2024-12-03 08:55:00,2024-12-03 15:15:00,380,1,No Info,26890
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 08:25:00,2024-12-03 20:45:00,740,1,No Info,14781
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 08:25:00,2024-12-03 18:15:00,590,1,No Info,12681
Jet Airways,2019-05-09,Delhi,Cochin,2024-12-03 05:30:00,2024-12-03 19:00:00,810,2,No Info,15129
Air India,2019-06-09,Delhi,Cochin,2024-12-03 09:45:00,2024-06-10 09:25:00,1420,2,No Info,11185
Vistara,2019-04-01,Delhi,Cochin,2024-12-03 14:40:00,2024-12-03 17:50:00,190,0,No Info,4851
Jet Airways,2019-03-06,Bangalore,Delhi,2024-12-03 22:50:00,2024-03-07 20:20:00,1290,1,No Info,17471
Jet Airways,2019-03-21,Delhi,Cochin,2024-12-03 13:00:00,2024-03-22 18:50:00,1790,2,No Info,13082
Jet Airways,2019-03-09,Delhi,Cochin,2024-12-03 21:50:00,2024-03-10 18:50:00,1260,1,No Info,15764
Jet Airways,2019-06-12,Delhi,Cochin,2024-12-03 22:50:00,2024-06-13 04:25:00,335,1,In-flight meal not included,10262
Indigo,2019-03-03,Delhi,Cochin,2024-12-03 05:05:00,2024-12-03 10:05:00,300,1,No Info,9581
Indigo,2019-03-27,Delhi,Cochin,2024-12-03 06:40:00,2024-12-03 12:00:00,320,1,No Info,5298
Jet Airways,2019-05-21,Kolkata,Bangalore,2024-12-03 21:10:00,2024-05-22 09:20:00,730,1,No Info,14781
Jet Airways,2019-06-15,Delhi,Cochin,2024-12-03 20:55:00,2024-06-16 19:00:00,1325,1,In-flight meal not included,10262
Jet Airways,2019-06-09,Kolkata,Bangalore,2024-12-03 17:00:00,2024-06-10 14:25:00,1285,1,No Info,14151
Jet Airways,2019-03-01,Bangalore,Delhi,2024-12-03 08:00:00,2024-03-02 08:15:00,1455,1,No Info,22270
Jet Airways,2019-05-06,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-07 04:40:00,520,1,In-flight meal not included,9663
Indigo,2019-05-21,Kolkata,Bangalore,2024-12-03 22:15:00,2024-05-22 00:50:00,155,0,No Info,4804
Jet Airways,2019-06-06,Delhi,Cochin,2024-12-03 20:55:00,2024-06-07 04:25:00,450,1,No Info,14714
Indigo,2019-03-06,Mumbai,Hyderabad,2024-12-03 06:20:00,2024-12-03 07:45:00,85,0,No Info,4784
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 17:00:00,2024-05-02 10:55:00,1075,1,No Info,12121
Multiple Carriers,2019-06-09,Delhi,Cochin,2024-12-03 10:00:00,2024-12-03 21:00:00,660,1,No Info,7408
Jet Airways,2019-05-09,Delhi,Cochin,2024-12-03 21:25:00,2024-05-10 12:35:00,910,2,In-flight meal not included,11507
Spicejet,2019-06-03,Kolkata,Bangalore,2024-12-03 22:20:00,2024-06-04 00:40:00,140,0,No Info,3873
Jet Airways,2019-03-01,Bangalore,Delhi,2024-12-03 08:55:00,2024-12-03 16:10:00,435,1,No Info,26890
Jet Airways,2019-03-24,Kolkata,Bangalore,2024-12-03 16:55:00,2024-03-25 12:00:00,1145,1,In-flight meal not included,11134
Indigo,2019-05-18,Delhi,Cochin,2024-12-03 04:55:00,2024-12-03 21:00:00,965,1,No Info,6758
Vistara,2019-05-15,Kolkata,Bangalore,2024-12-03 17:00:00,2024-05-16 10:45:00,1065,1,No Info,8452
Air India,2019-04-12,Kolkata,Bangalore,2024-12-03 20:45:00,2024-12-03 23:20:00,155,0,No Info,4460
Vistara,2019-03-06,Mumbai,Hyderabad,2024-12-03 10:25:00,2024-12-03 22:55:00,750,1,No Info,12395
Jet Airways,2019-06-27,Bangalore,Delhi,2024-12-03 17:45:00,2024-12-03 20:45:00,180,0,In-flight meal not included,7229
Air India,2019-03-06,Delhi,Cochin,2024-12-03 07:05:00,2024-03-07 09:25:00,1580,2,No Info,9190
Vistara,2019-06-12,Kolkata,Bangalore,2024-12-03 20:20:00,2024-06-13 10:45:00,865,1,No Info,8452
Air India,2019-06-27,Delhi,Cochin,2024-12-03 17:20:00,2024-06-28 09:25:00,965,1,No Info,7480
Jet Airways,2019-03-24,Kolkata,Bangalore,2024-12-03 13:55:00,2024-12-03 23:25:00,570,1,No Info,14231
Indigo,2019-03-27,Kolkata,Bangalore,2024-12-03 10:10:00,2024-12-03 12:55:00,165,0,No Info,4148
Jet Airways,2019-06-21,Bangalore,Delhi,2024-12-03 11:10:00,2024-12-03 14:05:00,175,0,In-flight meal not included,5769
Air India,2019-06-24,Delhi,Cochin,2024-12-03 14:10:00,2024-12-03 17:10:00,180,0,No Info,5201
Jet Airways,2019-05-09,Delhi,Cochin,2024-12-03 11:30:00,2024-12-03 19:00:00,450,1,In-flight meal not included,12373
Air India,2019-03-06,Mumbai,Hyderabad,2024-12-03 05:05:00,2024-12-03 16:55:00,710,2,No Info,16697
Air India,2019-05-09,Delhi,Cochin,2024-12-03 20:40:00,2024-05-10 09:25:00,765,1,No Info,7480
Spicejet,2019-06-18,Mumbai,Hyderabad,2024-12-03 22:45:00,2024-06-19 00:15:00,90,0,No check-in baggage included,1965
Air India,2019-06-01,Delhi,Cochin,2024-12-03 09:45:00,2024-06-02 09:25:00,1420,1,No Info,8372
Air India,2019-03-03,Bangalore,Delhi,2024-12-03 09:30:00,2024-12-03 16:20:00,410,1,No Info,11654
Jet Airways,2019-05-09,Kolkata,Bangalore,2024-12-03 14:05:00,2024-05-10 09:20:00,1155,1,In-flight meal not included,9663
Multiple Carriers,2019-05-18,Delhi,Cochin,2024-12-03 07:00:00,2024-12-03 21:00:00,840,1,No Info,8073
Vistara,2019-06-12,Kolkata,Bangalore,2024-12-03 20:20:00,2024-06-13 18:50:00,1350,1,No Info,8610
Indigo,2019-05-15,Delhi,Cochin,2024-12-03 09:15:00,2024-05-16 01:30:00,975,1,No Info,7503
Multiple Carriers,2019-06-09,Delhi,Cochin,2024-12-03 15:15:00,2024-06-10 01:30:00,615,1,No Info,6795
Multiple Carriers,2019-03-21,Delhi,Cochin,2024-12-03 08:55:00,2024-12-03 19:15:00,620,1,No Info,10161
Jet Airways,2019-05-06,Kolkata,Bangalore,2024-12-03 14:05:00,2024-05-07 12:00:00,1315,1,In-flight meal not included,9663
Spicejet,2019-03-09,Bangalore,Delhi,2024-12-03 20:30:00,2024-12-03 23:20:00,170,0,No Info,5126
Jet Airways,2019-05-24,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 18:15:00,705,1,In-flight meal not included,10844
Air Asia,2019-03-03,Bangalore,Delhi,2024-12-03 05:50:00,2024-12-03 08:40:00,170,0,No Info,7652
Multiple Carriers,2019-06-03,Delhi,Cochin,2024-12-03 09:15:00,2024-12-03 19:15:00,600,1,No Info,8099
Jet Airways,2019-03-24,Bangalore,Delhi,2024-12-03 08:20:00,2024-12-03 11:15:00,175,0,No Info,7229
Spicejet,2019-04-24,Bangalore,Delhi,2024-12-03 21:10:00,2024-04-25 00:05:00,175,0,No check-in baggage included,3573
Spicejet,2019-05-18,Delhi,Cochin,2024-12-03 06:05:00,2024-12-03 11:20:00,315,1,No Info,6297
Jet Airways,2019-06-06,Delhi,Cochin,2024-12-03 06:45:00,2024-06-07 04:25:00,1300,2,No Info,13376
Spicejet,2019-03-27,Chennai,Kolkata,2024-12-03 08:20:00,2024-12-03 10:35:00,135,0,No check-in baggage included,3332
Indigo,2019-03-24,Bangalore,Delhi,2024-12-03 23:30:00,2024-03-25 02:20:00,170,0,No Info,6860
Vistara,2019-06-06,Bangalore,Delhi,2024-12-03 19:30:00,2024-12-03 22:15:00,165,0,No Info,5088
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 14:05:00,2024-12-03 23:35:00,570,1,In-flight meal not included,9899
Jet Airways,2019-03-24,Bangalore,Delhi,2024-12-03 08:55:00,2024-03-19 09:00:00,1445,1,In-flight meal not included,8147
Jet Airways,2019-03-27,Delhi,Cochin,2024-12-03 19:45:00,2024-03-28 19:45:00,1440,1,In-flight meal not included,5963
Jet Airways,2019-04-12,Bangalore,Delhi,2024-12-03 11:10:00,2024-12-03 14:05:00,175,0,In-flight meal not included,5198
Jet Airways,2019-06-01,Delhi,Cochin,2024-12-03 13:00:00,2024-12-03 19:00:00,360,1,In-flight meal not included,10262
Indigo,2019-03-03,Delhi,Cochin,2024-12-03 02:05:00,2024-12-03 07:25:00,320,1,No Info,10394
Indigo,2019-03-27,Mumbai,Hyderabad,2024-12-03 12:00:00,2024-12-03 13:25:00,85,0,No Info,2754
Jet Airways,2019-03-15,Mumbai,Hyderabad,2024-12-03 19:35:00,2024-12-03 21:05:00,90,0,In-flight meal not included,2759
Indigo,2019-03-03,Bangalore,Delhi,2024-12-03 20:00:00,2024-12-03 22:55:00,175,0,No Info,6860
Spicejet,2019-05-12,Bangalore,Delhi,2024-12-03 05:55:00,2024-12-03 08:35:00,160,0,No check-in baggage included,3257
Indigo,2019-03-21,Bangalore,Delhi,2024-12-03 10:10:00,2024-12-03 13:00:00,170,0,No Info,4777
Indigo,2019-06-01,Mumbai,Hyderabad,2024-12-03 21:20:00,2024-12-03 22:50:00,90,0,No Info,2227
Multiple Carriers,2019-06-15,Delhi,Cochin,2024-12-03 07:00:00,2024-12-03 21:00:00,840,1,No Info,7408
Jet Airways,2019-06-01,Delhi,Cochin,2024-12-03 02:15:00,2024-12-03 19:00:00,1005,1,In-flight meal not included,10262
Air Asia,2019-05-27,Bangalore,Delhi,2024-12-03 11:10:00,2024-12-03 13:55:00,165,0,No Info,3383
Air India,2019-03-24,Mumbai,Hyderabad,2024-12-03 21:05:00,2024-12-03 22:25:00,80,0,No Info,2575
Air India,2019-03-24,Kolkata,Bangalore,2024-12-03 20:45:00,2024-12-03 23:20:00,155,0,No Info,31945
Jet Airways,2019-03-06,Delhi,Cochin,2024-12-03 08:00:00,2024-03-07 04:25:00,1225,1,No Info,15974
Indigo,2019-03-03,Chennai,Kolkata,2024-12-03 19:35:00,2024-12-03 21:55:00,140,0,No Info,7295
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 10:35:00,2024-12-03 19:00:00,505,1,No Info,9103
Indigo,2019-03-09,Chennai,Kolkata,2024-12-03 22:05:00,2024-03-10 00:25:00,140,0,No Info,6297
Multiple Carriers,2019-06-24,Delhi,Cochin,2024-12-03 10:20:00,2024-06-25 01:30:00,910,1,In-flight meal not included,5797
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 15:05:00,2024-05-16 01:30:00,625,2,No Info,16840
Jet Airways,2019-06-01,Delhi,Cochin,2024-12-03 14:35:00,2024-06-02 12:35:00,1320,2,No Info,13376
Spicejet,2019-04-24,Kolkata,Bangalore,2024-12-03 17:10:00,2024-12-03 19:40:00,150,0,No check-in baggage included,3841
Vistara,2019-05-21,Kolkata,Bangalore,2024-12-03 20:20:00,2024-05-22 18:50:00,1350,1,No Info,9345
Air India,2019-03-01,Bangalore,Delhi,2024-12-03 21:10:00,2024-12-03 23:55:00,165,0,No Info,25703
Vistara,2019-03-24,Bangalore,Delhi,2024-12-03 07:00:00,2024-12-03 09:40:00,160,0,No Info,4878
Air India,2019-06-06,Delhi,Cochin,2024-12-03 13:30:00,2024-12-03 23:00:00,570,1,No Info,8907
Jet Airways,2019-03-06,Bangalore,Delhi,2024-12-03 08:55:00,2024-12-03 15:15:00,380,1,No Info,19225
Indigo,2019-03-01,Bangalore,Delhi,2024-12-03 18:55:00,2024-12-03 21:45:00,170,0,No Info,14306
Vistara,2019-03-24,Kolkata,Bangalore,2024-12-03 07:10:00,2024-03-25 10:50:00,1660,1,No Info,11262
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 11:25:00,2024-12-03 19:15:00,470,1,No Info,7575
Spicejet,2019-03-21,Bangalore,Delhi,2024-12-03 09:35:00,2024-12-03 12:30:00,175,0,No Info,4945
Jet Airways,2019-03-06,Delhi,Cochin,2024-12-03 11:30:00,2024-12-03 18:50:00,440,1,In-flight meal not included,15400
Jet Airways,2019-03-09,Delhi,Cochin,2024-12-03 05:40:00,2024-03-10 04:25:00,1365,2,In-flight meal not included,13764
Air India,2019-03-09,Delhi,Cochin,2024-12-03 17:20:00,2024-03-10 09:25:00,965,1,No Info,12415
Indigo,2019-05-06,Kolkata,Bangalore,2024-12-03 09:20:00,2024-12-03 14:15:00,295,1,No Info,11319
Indigo,2019-05-06,Kolkata,Bangalore,2024-12-03 07:10:00,2024-12-03 12:40:00,330,1,No Info,4864
Air India,2019-03-15,Bangalore,Delhi,2024-12-03 11:50:00,2024-03-16 11:35:00,1425,1,No Info,6982
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 19:30:00,2024-06-10 04:25:00,535,2,No Info,13014
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 16:10:00,545,1,No Info,9646
Jet Airways,2019-03-27,Delhi,Cochin,2024-12-03 21:50:00,2024-03-28 19:45:00,1315,1,In-flight meal not included,7438
Jet Airways,2019-06-06,Delhi,Cochin,2024-12-03 21:50:00,2024-06-07 19:00:00,1270,1,No Info,14714
Air India,2019-05-09,Kolkata,Bangalore,2024-12-03 10:00:00,2024-12-03 20:25:00,625,1,No Info,10203
Indigo,2019-06-06,Mumbai,Hyderabad,2024-12-03 09:15:00,2024-12-03 10:45:00,90,0,No Info,4049
Indigo,2019-04-24,Kolkata,Bangalore,2024-12-03 20:20:00,2024-12-03 22:55:00,155,0,No Info,4804
Jet Airways,2019-03-09,Delhi,Cochin,2024-12-03 20:50:00,2024-03-10 18:50:00,1320,1,In-flight meal not included,14053
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 05:30:00,2024-12-03 19:00:00,810,2,In-flight meal not included,13029
Air India,2019-03-24,Mumbai,Hyderabad,2024-12-03 15:00:00,2024-12-03 16:25:00,85,0,No Info,2050
Indigo,2019-05-18,Chennai,Kolkata,2024-12-03 19:35:00,2024-12-03 21:55:00,140,0,No Info,3597
Vistara,2019-05-09,Bangalore,Delhi,2024-12-03 17:00:00,2024-12-03 19:35:00,155,0,No Info,4878
Air India,2019-03-09,Bangalore,Delhi,2024-12-03 06:50:00,2024-03-13 08:50:00,1560,1,No Info,5626
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 13:00:00,2024-12-03 19:00:00,360,1,In-flight meal not included,10262
Jet Airways,2019-03-01,Bangalore,Delhi,2024-12-03 14:05:00,2024-03-02 08:15:00,1090,1,No Info,22270
Air India,2019-03-09,Bangalore,Delhi,2024-12-03 22:00:00,2024-03-13 13:20:00,920,1,No Info,8425
Multiple Carriers,2019-06-06,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 21:00:00,835,1,No Info,13587
Air India,2019-06-06,Kolkata,Bangalore,2024-12-03 16:45:00,2024-06-07 08:55:00,970,2,No Info,14960
Indigo,2019-03-27,Delhi,Cochin,2024-12-03 07:30:00,2024-12-03 15:30:00,480,1,No Info,8574
Multiple Carriers,2019-04-09,Delhi,Cochin,2024-12-03 17:30:00,2024-04-10 01:30:00,480,1,No Info,13017
Indigo,2019-04-15,Bangalore,Delhi,2024-12-03 22:10:00,2024-04-16 01:00:00,170,0,No Info,3943
Indigo,2019-06-03,Delhi,Cochin,2024-12-03 10:35:00,2024-06-04 01:30:00,895,1,No Info,5883
Indigo,2019-05-09,Delhi,Cochin,2024-12-03 05:10:00,2024-12-03 10:05:00,295,1,No Info,6496
Vistara,2019-03-24,Kolkata,Bangalore,2024-12-03 20:20:00,2024-03-25 18:45:00,1345,1,No Info,12102
Indigo,2019-06-03,Bangalore,Delhi,2024-12-03 00:25:00,2024-12-03 03:15:00,170,0,No Info,3943
Indigo,2019-04-24,Delhi,Cochin,2024-12-03 05:05:00,2024-12-03 12:10:00,425,1,No Info,6171
Air India,2019-06-06,Delhi,Cochin,2024-12-03 09:45:00,2024-12-03 23:00:00,795,1,No Info,8907
Air India,2019-05-24,Kolkata,Bangalore,2024-12-03 16:50:00,2024-05-25 13:45:00,1255,2,No Info,12802
Jet Airways,2019-05-18,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-19 18:15:00,1335,1,In-flight meal not included,10844
Goair,2019-03-01,Bangalore,Delhi,2024-12-03 11:40:00,2024-12-03 14:35:00,175,0,No Info,11111
Jet Airways,2019-06-01,Bangalore,Delhi,2024-12-03 08:20:00,2024-12-03 11:20:00,180,0,In-flight meal not included,7229
Air India,2019-03-01,Bangalore,Delhi,2024-12-03 10:30:00,2024-12-03 17:45:00,435,2,Change airports,17461
Jet Airways,2019-05-15,Kolkata,Bangalore,2024-12-03 16:30:00,2024-05-16 12:00:00,1170,1,No Info,14781
Air India,2019-04-03,Kolkata,Bangalore,2024-12-03 19:00:00,2024-04-04 11:05:00,965,1,No Info,4227
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 06:30:00,2024-04-02 04:40:00,1330,1,In-flight meal not included,7064
Indigo,2019-04-27,Delhi,Cochin,2024-12-03 05:35:00,2024-12-03 08:50:00,195,0,No Info,6015
Air Asia,2019-06-06,Bangalore,Delhi,2024-12-03 04:55:00,2024-12-03 07:45:00,170,0,No Info,4282
Jet Airways,2019-03-03,Delhi,Cochin,2024-12-03 08:00:00,2024-12-03 18:50:00,650,1,No Info,17024
Jet Airways,2019-03-15,Bangalore,Delhi,2024-12-03 18:55:00,2024-03-13 00:45:00,350,1,No Info,21934
Indigo,2019-03-06,Delhi,Cochin,2024-12-03 09:10:00,2024-03-07 01:35:00,985,1,No Info,14871
Indigo,2019-06-06,Bangalore,Delhi,2024-12-03 18:55:00,2024-12-03 21:50:00,175,0,No Info,4990
Jet Airways,2019-04-01,Delhi,Cochin,2024-12-03 10:00:00,2024-04-02 12:35:00,1595,1,In-flight meal not included,5406
Multiple Carriers,2019-05-15,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 22:30:00,925,1,No Info,9646
Indigo,2019-03-12,Chennai,Kolkata,2024-12-03 22:05:00,2024-03-13 00:30:00,145,0,No Info,6297
Indigo,2019-05-12,Mumbai,Hyderabad,2024-12-03 06:25:00,2024-12-03 07:55:00,90,0,No Info,4049
Air India,2019-03-24,Kolkata,Bangalore,2024-12-03 07:00:00,2024-03-25 10:00:00,1620,2,No Info,11491
Air India,2019-03-24,Kolkata,Bangalore,2024-12-03 09:25:00,2024-03-25 05:35:00,1210,2,No Info,12352
Jet Airways,2019-06-06,Kolkata,Bangalore,2024-12-03 20:00:00,2024-06-07 04:40:00,520,1,In-flight meal not included,8586
Jet Airways,2019-05-24,Kolkata,Bangalore,2024-12-03 20:00:00,2024-05-25 08:15:00,735,1,In-flight meal not included,8586
Multiple Carriers,2019-06-06,Delhi,Cochin,2024-12-03 04:55:00,2024-12-03 12:35:00,460,1,No Info,10678
Multiple Carriers,2019-05-09,Delhi,Cochin,2024-12-03 10:00:00,2024-05-10 01:30:00,930,1,No Info,15078
Jet Airways,2019-05-06,Kolkata,Bangalore,2024-12-03 17:00:00,2024-05-07 15:05:00,1325,1,No Info,13067
Indigo,2019-05-03,Bangalore,Delhi,2024-12-03 06:05:00,2024-12-03 08:50:00,165,0,No Info,3943
Air India,2019-05-27,Delhi,Cochin,2024-12-03 18:30:00,2024-05-28 19:15:00,1485,2,No Info,12488
Jet Airways,2019-05-15,Kolkata,Bangalore,2024-12-03 18:55:00,2024-05-16 08:15:00,800,1,No Info,14388
Air India,2019-05-18,Delhi,Cochin,2024-12-03 10:00:00,2024-12-03 19:15:00,555,1,No Info,8879
Jet Airways,2019-06-03,Delhi,Cochin,2024-12-03 21:50:00,2024-06-04 04:25:00,395,1,No Info,16079
Jet Airways,2019-05-15,Bangalore,Delhi,2024-12-03 17:45:00,2024-12-03 20:45:00,180,0,In-flight meal not included,4030
Indigo,2019-05-21,Kolkata,Bangalore,2024-12-03 19:20:00,2024-12-03 23:45:00,265,1,No Info,3574
Indigo,2019-03-21,Delhi,Cochin,2024-12-03 06:40:00,2024-12-03 22:20:00,940,1,No Info,6558
Air India,2019-03-24,Bangalore,Delhi,2024-12-03 21:10:00,2024-12-03 23:55:00,165,0,No Info,4441
Indigo,2019-05-09,Delhi,Cochin,2024-12-03 17:05:00,2024-12-03 22:25:00,320,1,No Info,6027
Jet Airways,2019-03-27,Delhi,Cochin,2024-12-03 06:20:00,2024-03-28 04:25:00,1325,2,No Info,12273
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 16:30:00,2024-12-03 22:35:00,365,1,In-flight meal not included,7064
Jet Airways,2019-03-21,Bangalore,Delhi,2024-12-03 07:00:00,2024-12-03 15:15:00,495,1,In-flight meal not included,7832
Vistara,2019-06-09,Kolkata,Bangalore,2024-12-03 20:20:00,2024-06-10 23:25:00,1625,1,No Info,8085
Jet Airways,2019-06-06,Kolkata,Bangalore,2024-12-03 18:55:00,2024-06-07 08:15:00,800,1,No Info,14571
Jet Airways,2019-05-27,Delhi,Cochin,2024-12-03 05:30:00,2024-12-03 12:35:00,425,2,No Info,16274
Jet Airways,2019-05-18,Mumbai,Hyderabad,2024-12-03 19:35:00,2024-12-03 21:05:00,90,0,In-flight meal not included,3210
Jet Airways,2019-06-06,Kolkata,Bangalore,2024-12-03 17:00:00,2024-06-07 10:55:00,1075,1,No Info,12692
Jet Airways,2019-05-09,Delhi,Cochin,2024-12-03 17:30:00,2024-05-10 12:35:00,1145,1,In-flight meal not included,12373
Indigo,2019-06-03,Kolkata,Bangalore,2024-12-03 04:40:00,2024-12-03 07:15:00,155,0,No Info,5224
Spicejet,2019-06-21,Kolkata,Bangalore,2024-12-03 22:20:00,2024-06-22 00:40:00,140,0,No Info,3873
Goair,2019-06-01,Delhi,Cochin,2024-12-03 14:25:00,2024-12-03 19:35:00,310,1,No Info,10651
Indigo,2019-06-09,Delhi,Cochin,2024-12-03 04:55:00,2024-12-03 21:00:00,965,1,No Info,6093
Air India,2019-03-03,Bangalore,Delhi,2024-12-03 10:00:00,2024-12-03 12:45:00,165,0,No Info,11423
Jet Airways,2019-06-27,Delhi,Cochin,2024-12-03 23:05:00,2024-06-29 04:25:00,1760,2,No Info,15339
Jet Airways,2019-03-21,Bangalore,Delhi,2024-12-03 05:45:00,2024-12-03 15:15:00,570,1,In-flight meal not included,7832
Jet Airways,2019-05-12,Kolkata,Bangalore,2024-12-03 21:10:00,2024-05-13 18:15:00,1265,1,In-flight meal not included,10844
Air Asia,2019-04-24,Bangalore,Delhi,2024-12-03 11:10:00,2024-12-03 13:55:00,165,0,No Info,3383
Vistara,2019-03-15,Bangalore,Delhi,2024-12-03 06:40:00,2024-12-03 12:35:00,355,1,No Info,6800
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 21:50:00,2024-06-10 19:00:00,1270,1,In-flight meal not included,10262
Jet Airways,2019-06-06,Kolkata,Bangalore,2024-12-03 06:30:00,2024-12-03 23:35:00,1025,1,No Info,14571
Multiple Carriers,2019-06-12,Delhi,Cochin,2024-12-03 11:25:00,2024-12-03 19:00:00,455,1,No Info,10877
Spicejet,2019-05-27,Bangalore,Delhi,2024-12-03 05:55:00,2024-12-03 08:35:00,160,0,No check-in baggage included,3257
Multiple Carriers,2019-06-24,Delhi,Cochin,2024-12-03 13:00:00,2024-06-25 01:30:00,750,1,No Info,7198
Indigo,2019-06-15,Kolkata,Bangalore,2024-12-03 04:40:00,2024-12-03 07:15:00,155,0,No Info,4804
Air India,2019-03-06,Mumbai,Hyderabad,2024-12-03 06:00:00,2024-03-07 11:55:00,1795,2,No Info,14219
Jet Airways,2019-03-21,Bangalore,Delhi,2024-12-03 16:55:00,2024-03-19 10:25:00,1050,1,In-flight meal not included,7832
Air India,2019-04-09,Delhi,Cochin,2024-12-03 20:15:00,2024-04-10 19:15:00,1380,2,No Info,9916
Spicejet,2019-05-18,Bangalore,Delhi,2024-12-03 09:30:00,2024-12-03 12:20:00,170,0,No check-in baggage included,4319
Air India,2019-04-03,Delhi,Cochin,2024-12-03 17:20:00,2024-04-04 09:25:00,965,1,No Info,5117
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 19:10:00,2024-05-19 19:00:00,1430,2,No Info,16704
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 18:55:00,2024-06-13 08:15:00,800,1,No Info,13044
Spicejet,2019-05-21,Delhi,Cochin,2024-12-03 08:45:00,2024-12-03 13:15:00,270,1,No check-in baggage included,5158
Air India,2019-03-15,Chennai,Kolkata,2024-12-03 11:40:00,2024-12-03 13:55:00,135,0,No Info,7082
Jet Airways,2019-06-12,Kolkata,Bangalore,2024-12-03 06:30:00,2024-06-13 04:40:00,1330,1,In-flight meal not included,7594
Spicejet,2019-04-27,Kolkata,Bangalore,2024-12-03 22:20:00,2024-04-28 00:40:00,140,0,No Info,3873
Air India,2019-05-21,Delhi,Cochin,2024-12-03 05:55:00,2024-05-22 19:15:00,2240,2,No Info,10493
Jet Airways,2019-03-24,Kolkata,Bangalore,2024-12-03 19:45:00,2024-03-25 20:40:00,1495,1,In-flight meal not included,10031
Jet Airways,2019-04-01,Kolkata,Bangalore,2024-12-03 16:30:00,2024-04-02 20:45:00,1695,1,In-flight meal not included,7064
Air India,2019-06-09,Kolkata,Bangalore,2024-12-03 10:00:00,2024-12-03 20:25:00,625,1,No Info,10413
Spicejet,2019-03-27,Chennai,Kolkata,2024-12-03 09:30:00,2024-12-03 12:05:00,155,0,No Info,3384
Spicejet,2019-05-27,Bangalore,Delhi,2024-12-03 21:10:00,2024-05-28 00:05:00,175,0,No Info,3311
Indigo,2019-03-24,Bangalore,Delhi,2024-12-03 21:20:00,2024-03-28 00:15:00,175,0,No Info,5694
Jet Airways,2019-05-09,Kolkata,Bangalore,2024-12-03 21:10:00,2024-05-10 12:00:00,890,1,In-flight meal not included,9663
Air India,2019-06-12,Kolkata,Bangalore,2024-12-03 16:50:00,2024-06-13 07:55:00,905,1,No Info,8366
Indigo,2019-06-12,Delhi,Cochin,2024-12-03 04:55:00,2024-12-03 21:00:00,965,1,No Info,5894
Jet Airways,2019-05-18,Delhi,Cochin,2024-12-03 20:55:00,2024-05-19 04:25:00,450,1,In-flight meal not included,12373
Air India,2019-05-01,Bangalore,Delhi,2024-12-03 10:00:00,2024-12-03 12:45:00,165,0,No Info,6121
Air India,2019-05-15,Bangalore,Delhi,2024-12-03 10:00:00,2024-12-03 12:45:00,165,0,No Info,6961
Jet Airways,2019-05-01,Kolkata,Bangalore,2024-12-03 21:10:00,2024-05-02 08:15:00,665,1,In-flight meal not included,10844
Indigo,2019-03-03,Chennai,Kolkata,2024-12-03 11:35:00,2024-12-03 14:00:00,145,0,No Info,7295
Indigo,2019-03-27,Delhi,Cochin,2024-12-03 11:55:00,2024-12-03 21:20:00,565,2,No Info,6494
Jet Airways,2019-06-24,Delhi,Cochin,2024-12-03 07:05:00,2024-12-03 19:00:00,715,1,No Info,18581
Jet Airways,2019-06-09,Delhi,Cochin,2024-12-03 02:15:00,2024-12-03 12:35:00,620,1,No Info,18371
Multiple Carriers,2019-05-06,Delhi,Cochin,2024-12-03 13:00:00,2024-12-03 21:00:00,480,1,No Info,13727
Indigo,2019-03-21,Delhi,Cochin,2024-12-03 09:10:00,2024-03-22 01:35:00,985,1,No Info,8765
